opportunity_id,account_id,product_id,agent_id,deal_stage,engage_date,close_date,close_value,expected_value,win_probability,deal_source,discount_pct
XYIGHCFL,ACC022,PRD006,AGT014,Lost,30-10-2017,31-12-2017,1.79,0,0,Outbound,0.15
KCTN0P9J,ACC047,PRD004,AGT014,Lost,25-03-2017,15-06-2017,7.7,0,0,Inbound,0.04
JQ51QLO9,ACC069,PRD001,AGT009,Lost,31-05-2017,12-08-2017,9.17,0,0,Referral,0.22
M4B1LEQG,ACC025,PRD004,AGT013,Won,08-11-2017,31-12-2017,3703.51,3393,1,Event,0.05
VT31TQU6,ACC055,PRD003,AGT006,Won,13-04-2017,17-05-2017,57.32,55,1,Event,0.13
NS7JO2G6,ACC064,PRD006,AGT003,Engaging,05-07-2017,,,832.96,0.76,Referral,
4DW0IXDS,ACC071,PRD004,AGT032,Lost,03-10-2017,31-12-2017,8.52,0,0,Partner,0.15
59V4S94J,ACC028,PRD003,AGT018,Engaging,08-09-2017,,,31.35,0.57,Outbound,
75RYAQSH,ACC052,PRD007,AGT014,Engaging,22-11-2017,,,19005.28,0.71,Inbound,
D6KSW7X0,ACC059,PRD004,AGT006,Lost,26-10-2016,26-11-2016,6.61,0,0,Outbound,0.11
OBI1G54V,ACC023,PRD004,AGT023,Won,15-09-2017,29-12-2017,2231.3,3393,1,Referral,0.18
2YEURKN1,ACC066,PRD006,AGT024,Won,26-12-2016,08-06-2017,830.7,1096,1,Referral,0.16
K0476PNH,ACC063,PRD003,AGT007,Lost,10-11-2017,31-12-2017,4.47,0,0,Inbound,0.03
6JD37YVI,ACC080,PRD003,AGT007,Lost,31-08-2017,16-11-2017,9.15,0,0,Outbound,0.16
HFA2A87T,ACC068,PRD003,AGT001,Won,26-03-2017,04-05-2017,33.56,55,1,Outbound,0.14
QOYF0N0R,ACC035,PRD002,AGT015,Lost,09-12-2016,12-04-2017,3.71,0,0,Event,0.22
E111ZYJC,ACC076,PRD003,AGT026,Prospecting,17-01-2017,,,14.85,0.27,Outbound,
793XWED0,ACC031,PRD002,AGT009,Won,11-03-2017,15-06-2017,3233.89,4821,1,Partner,0.04
GS0RDE7K,ACC074,PRD006,AGT018,Engaging,20-10-2017,,,800.08,0.73,Partner,
FH4WJ7T6,ACC043,PRD004,AGT006,Won,25-01-2017,28-02-2017,2050.49,3393,1,Inbound,0.07
8KQY1V71,ACC060,PRD002,AGT017,Won,09-02-2017,02-05-2017,4933.33,4821,1,Referral,0.25
5LQ6T5A9,ACC037,PRD006,AGT026,Won,29-12-2017,31-12-2017,1336.89,1096,1,Partner,0.01
3P4D6XX0,ACC066,PRD007,AGT021,Won,12-03-2017,28-05-2017,20907.66,26768,1,Outbound,0.17
MOS19VMG,ACC023,PRD003,AGT016,Engaging,24-03-2017,,,38.5,0.7,Event,
MIH859L7,ACC035,PRD003,AGT031,Lost,21-06-2017,23-11-2017,0.53,0,0,Inbound,0.16
20H8O7V8,ACC071,PRD006,AGT029,Lost,08-02-2017,15-03-2017,3.17,0,0,Inbound,0.05
O7LU5JKB,ACC030,PRD005,AGT008,Won,23-05-2017,22-09-2017,5027.77,5482,1,Partner,0.06
3KWANZJX,ACC002,PRD006,AGT029,Engaging,06-06-2017,,,712.4,0.65,Partner,
KZHJ5T5P,ACC063,PRD007,AGT008,Won,20-02-2017,18-06-2017,32451.08,26768,1,Event,0.02
IGAXXWF5,ACC071,PRD004,AGT003,Engaging,13-03-2017,,,2273.31,0.67,Referral,
V51IVTEW,ACC036,PRD001,AGT035,Lost,07-10-2017,25-11-2017,4.63,0,0,Event,0.02
U6ZFFQ31,ACC011,PRD002,AGT024,Won,06-12-2016,18-02-2017,6405.03,4821,1,Partner,0.14
TZ37APEH,ACC050,PRD001,AGT027,Lost,28-12-2016,18-02-2017,5.75,0,0,Partner,0.1
PI6IZA8F,ACC005,PRD003,AGT035,Won,01-10-2016,23-11-2016,48.09,55,1,Referral,0.07
75IQ9BE7,ACC071,PRD004,AGT030,Won,06-06-2017,14-10-2017,4140.66,3393,1,Outbound,0.08
JXI50PZ7,ACC023,PRD005,AGT005,Won,13-11-2016,30-12-2016,4274.68,5482,1,Event,0.05
W44UERER,ACC037,PRD001,AGT020,Won,17-10-2016,16-02-2017,352.57,550,1,Outbound,0.1
FDGY3H2X,ACC084,PRD006,AGT012,Engaging,09-04-2017,,,635.68,0.58,Outbound,
1RVMKUYU,ACC003,PRD006,AGT007,Engaging,07-09-2017,,,679.52,0.62,Outbound,
P9TX95JQ,ACC034,PRD003,AGT020,Lost,05-05-2017,03-08-2017,9.02,0,0,Referral,0.03
ROIUI29O,ACC062,PRD002,AGT027,Engaging,18-01-2017,,,3085.44,0.64,Outbound,
KEE2Q3VU,ACC003,PRD003,AGT019,Won,15-09-2017,31-12-2017,42.05,55,1,Inbound,0.02
SGKBASA1,ACC009,PRD006,AGT014,Won,20-10-2017,31-12-2017,1242.86,1096,1,Partner,0.24
HRLCKN2D,ACC066,PRD005,AGT021,Lost,04-03-2017,10-04-2017,7.8,0,0,Outbound,0.21
K9E5R68T,ACC019,PRD002,AGT001,Lost,21-02-2017,14-08-2017,8.71,0,0,Referral,0.17
91KET4CP,ACC001,PRD002,AGT006,Won,12-12-2017,31-12-2017,6023.74,4821,1,Inbound,0.23
UGF984KL,ACC017,PRD006,AGT011,Won,16-11-2016,17-12-2016,1341.16,1096,1,Inbound,0.03
AZHXBFBA,ACC011,PRD007,AGT009,Won,09-10-2016,10-01-2017,32248.08,26768,1,Inbound,0.04
LND7E18W,ACC070,PRD001,AGT023,Prospecting,30-05-2017,,,126.5,0.23,Referral,
M7KBX5RT,ACC014,PRD004,AGT007,Engaging,03-11-2016,,,2578.68,0.76,Inbound,
AREF6J7G,ACC017,PRD004,AGT009,Won,22-03-2017,15-06-2017,4010.3,3393,1,Event,0.08
JWXHO8ZZ,ACC030,PRD007,AGT030,Won,26-04-2017,11-06-2017,19346.55,26768,1,Inbound,0.14
ZAG5DJVI,ACC009,PRD002,AGT026,Won,14-04-2017,18-08-2017,3735.83,4821,1,Inbound,0.01
X696PK0B,ACC081,PRD006,AGT016,Won,25-01-2017,20-05-2017,939.03,1096,1,Inbound,0.1
DE27VGG4,ACC020,PRD005,AGT019,Prospecting,08-07-2017,,,657.84,0.12,Inbound,
M215KKVZ,ACC078,PRD007,AGT008,Engaging,03-10-2016,,,17399.2,0.65,Partner,
54I2QR3F,ACC064,PRD007,AGT033,Engaging,02-04-2017,,,15525.44,0.58,Partner,
JD0QEFC2,ACC066,PRD005,AGT016,Lost,08-09-2017,06-11-2017,6.16,0,0,Referral,0.13
E9F6M6D3,ACC031,PRD004,AGT002,Won,26-02-2017,05-06-2017,2366.79,3393,1,Inbound,0.11
JPEGDIH3,ACC066,PRD006,AGT013,Won,22-12-2016,01-02-2017,706.63,1096,1,Inbound,0.09
OH8D6NJT,ACC039,PRD007,AGT007,Won,01-09-2017,31-12-2017,33934.12,26768,1,Outbound,0.2
SXVK57DI,ACC068,PRD003,AGT002,Won,25-12-2016,16-03-2017,67.31,55,1,Event,0.02
3DGJMJMQ,ACC023,PRD006,AGT030,Lost,30-11-2016,14-04-2017,3.65,0,0,Inbound,0.24
M36L7T1L,ACC036,PRD007,AGT022,Lost,19-01-2017,11-04-2017,5.48,0,0,Referral,0.1
XAM4AAOZ,ACC054,PRD001,AGT010,Won,22-04-2017,13-10-2017,433.7,550,1,Outbound,0.08
C1UXDNNA,ACC039,PRD007,AGT006,Won,25-05-2017,16-08-2017,25239.07,26768,1,Inbound,0.24
9AI022QR,ACC027,PRD007,AGT029,Engaging,12-04-2017,,,20879.04,0.78,Outbound,
4ZCEB5VN,ACC061,PRD002,AGT027,Won,27-11-2016,18-02-2017,5594.07,4821,1,Inbound,0.16
ZFLNMSWE,ACC054,PRD003,AGT032,Lost,26-04-2017,09-08-2017,2.09,0,0,Partner,0
GNQN6BLI,ACC010,PRD002,AGT003,Won,09-07-2017,25-10-2017,4155.27,4821,1,Inbound,0.19
QWP03EPH,ACC050,PRD004,AGT009,Lost,21-11-2017,31-12-2017,2.75,0,0,Referral,0.08
S03LKLZ4,ACC084,PRD003,AGT003,Won,26-05-2017,03-10-2017,46.4,55,1,Inbound,0.1
7O77RZYA,ACC058,PRD004,AGT020,Lost,29-12-2017,31-12-2017,2.8,0,0,Event,0.04
PLFJB1F4,ACC010,PRD003,AGT003,Engaging,15-06-2017,,,33.55,0.61,Inbound,
G8Q8D3X7,ACC018,PRD002,AGT019,Lost,07-05-2017,05-07-2017,6.02,0,0,Partner,0.19
9ZE94UAG,ACC047,PRD006,AGT033,Lost,13-09-2017,07-11-2017,9.32,0,0,Partner,0.07
N3UDDXOO,ACC040,PRD007,AGT008,Won,27-12-2016,27-04-2017,35577.45,26768,1,Event,0.23
VHRK6JDN,ACC075,PRD002,AGT009,Engaging,20-10-2017,,,3808.59,0.79,Outbound,
WILVRUQW,ACC060,PRD005,AGT033,Won,05-09-2017,22-12-2017,3365.29,5482,1,Referral,0.02
PH1WS5EX,ACC084,PRD003,AGT026,Engaging,16-11-2017,,,33,0.6,Outbound,
GIFZBBB2,ACC060,PRD006,AGT007,Won,01-09-2017,31-12-2017,675.76,1096,1,Inbound,0.21
N11ND38F,ACC010,PRD004,AGT026,Engaging,24-02-2017,,,1696.5,0.5,Outbound,
13ULFA3A,ACC018,PRD003,AGT031,Won,04-05-2017,03-09-2017,46.76,55,1,Inbound,0.19
9BOFDWQ2,ACC038,PRD006,AGT029,Engaging,11-01-2017,,,800.08,0.73,Event,
UDFW8OOK,ACC076,PRD006,AGT002,Won,31-05-2017,16-10-2017,1489.57,1096,1,Inbound,0.24
UK8M38U1,ACC053,PRD005,AGT024,Won,26-10-2017,31-12-2017,3478.73,5482,1,Referral,0.23
JGFPQ98T,ACC031,PRD002,AGT029,Lost,03-12-2017,31-12-2017,1.32,0,0,Referral,0.04
8Z7TQHE7,ACC080,PRD002,AGT030,Won,16-05-2017,19-10-2017,5132.78,4821,1,Outbound,0.14
70RE98O1,ACC014,PRD002,AGT011,Lost,22-09-2017,23-10-2017,5.24,0,0,Referral,0.14
M3KW58YX,ACC031,PRD003,AGT007,Engaging,25-02-2017,,,39.6,0.72,Inbound,
PDI05IE3,ACC019,PRD007,AGT001,Lost,05-04-2017,28-06-2017,2.06,0,0,Referral,0.25
TCZDKJPP,ACC063,PRD006,AGT015,Engaging,11-11-2016,,,789.12,0.72,Inbound,
I7OU69ZG,ACC002,PRD001,AGT023,Engaging,03-03-2017,,,352,0.64,Event,
V5YCPXYD,ACC037,PRD003,AGT007,Won,23-10-2016,02-01-2017,41.5,55,1,Partner,0.05
0R52D59P,ACC042,PRD003,AGT020,Prospecting,23-01-2017,,,12.65,0.23,Event,
JP0HJV4G,ACC043,PRD006,AGT018,Lost,27-01-2017,18-04-2017,2.71,0,0,Inbound,0.19
OT4EMBT0,ACC013,PRD005,AGT027,Won,06-05-2017,29-10-2017,7281.68,5482,1,Inbound,0.06
1QQDB0Z3,ACC075,PRD007,AGT021,Engaging,14-08-2017,,,16328.48,0.61,Inbound,
ZIF7TIDQ,ACC084,PRD005,AGT022,Lost,02-03-2017,18-08-2017,6.87,0,0,Inbound,0.24
4K5VV7GD,ACC037,PRD001,AGT025,Won,15-06-2017,30-09-2017,638.45,550,1,Inbound,0.19
Z6JEWZFU,ACC055,PRD003,AGT013,Won,12-04-2017,15-07-2017,50.12,55,1,Referral,0.14
K3E80OV7,ACC067,PRD001,AGT004,Won,05-12-2017,31-12-2017,636.87,550,1,Inbound,0.06
BP1AMCI5,ACC023,PRD003,AGT003,Won,04-01-2017,11-03-2017,68.29,55,1,Outbound,0.11
7M5OCA57,ACC083,PRD004,AGT001,Prospecting,16-04-2017,,,373.23,0.11,Partner,
HNXOPLHO,ACC029,PRD005,AGT007,Engaging,30-09-2017,,,3618.12,0.66,Referral,
QKEXES72,ACC032,PRD001,AGT017,Prospecting,26-01-2017,,,77,0.14,Outbound,
WGGKY4IV,ACC073,PRD006,AGT028,Lost,21-09-2017,31-12-2017,2.53,0,0,Outbound,0.17
RUWPBD97,ACC031,PRD004,AGT004,Won,04-02-2017,14-06-2017,3820.05,3393,1,Outbound,0.02
SLA82R71,ACC002,PRD005,AGT003,Won,24-07-2017,25-08-2017,6587.8,5482,1,Inbound,0.01
ICHZ4M04,ACC028,PRD007,AGT012,Lost,24-11-2016,04-03-2017,5.33,0,0,Referral,0.14
M9PNPAV5,ACC082,PRD001,AGT029,Won,30-12-2017,31-12-2017,717.45,550,1,Outbound,0.06
R2CEIFE3,ACC047,PRD004,AGT020,Won,02-09-2017,29-12-2017,4126.63,3393,1,Partner,0.02
4I5K1ISO,ACC013,PRD004,AGT014,Engaging,31-05-2017,,,2137.59,0.63,Partner,
2GWO8WTT,ACC027,PRD004,AGT020,Lost,24-07-2017,20-11-2017,9.43,0,0,Referral,0.12
HU96538G,ACC028,PRD007,AGT015,Won,08-04-2017,21-06-2017,21420.54,26768,1,Outbound,0.2
3TQVJNQU,ACC011,PRD004,AGT031,Won,07-11-2017,31-12-2017,3518.25,3393,1,Inbound,0.17
7Y15KUML,ACC073,PRD002,AGT002,Won,20-09-2017,31-12-2017,4501.18,4821,1,Partner,0.18
NL4YN907,ACC008,PRD007,AGT029,Lost,08-12-2017,31-12-2017,8.09,0,0,Outbound,0.08
H3PN1C1T,ACC072,PRD003,AGT018,Engaging,25-12-2016,,,30.8,0.56,Inbound,
KN9KT17W,ACC019,PRD007,AGT028,Lost,27-07-2017,06-12-2017,6.64,0,0,Inbound,0.15
9SNI5N8W,ACC053,PRD006,AGT020,Engaging,07-04-2017,,,635.68,0.58,Inbound,
U0WV7MLE,ACC077,PRD001,AGT002,Lost,09-03-2017,07-07-2017,7,0,0,Partner,0.2
7EQKLEKA,ACC050,PRD004,AGT011,Won,08-06-2017,17-07-2017,3682.43,3393,1,Inbound,0.13
MXXQGMB0,ACC048,PRD005,AGT014,Lost,13-10-2016,12-02-2017,1.59,0,0,Outbound,0.06
V911IQPB,ACC072,PRD003,AGT029,Lost,27-11-2017,31-12-2017,6.63,0,0,Outbound,0.16
Q75ITRTV,ACC019,PRD005,AGT028,Lost,11-02-2017,24-06-2017,8.18,0,0,Referral,0.24
CRZMOQNP,ACC059,PRD007,AGT017,Prospecting,31-05-2017,,,7227.36,0.27,Partner,
XU638MMQ,ACC028,PRD005,AGT030,Lost,04-04-2017,26-06-2017,0.18,0,0,Partner,0.03
ZVP7286N,ACC007,PRD006,AGT024,Engaging,20-10-2016,,,657.6,0.6,Outbound,
CB0H9FJW,ACC067,PRD003,AGT030,Won,30-10-2017,31-12-2017,45.86,55,1,Inbound,0.03
Y94Q36JL,ACC012,PRD006,AGT034,Engaging,04-01-2017,,,734.32,0.67,Outbound,
8C67LEWM,ACC024,PRD007,AGT009,Engaging,23-04-2017,,,17934.56,0.67,Referral,
6UTZUYQW,ACC048,PRD002,AGT022,Won,25-12-2016,26-05-2017,3424.05,4821,1,Referral,0.12
M372LKO1,ACC047,PRD004,AGT024,Engaging,26-10-2017,,,2205.45,0.65,Referral,
SIZ938GQ,ACC043,PRD004,AGT021,Lost,29-12-2016,22-05-2017,9.12,0,0,Inbound,0.13
RB7B08EW,ACC073,PRD007,AGT016,Won,14-01-2017,14-03-2017,24796.93,26768,1,Referral,0.23
7RWHTMEK,ACC060,PRD001,AGT010,Won,25-05-2017,17-10-2017,658.45,550,1,Inbound,0.19
044WAIER,ACC020,PRD007,AGT014,Engaging,04-05-2017,,,16060.8,0.6,Partner,
A98YFYSV,ACC080,PRD002,AGT015,Engaging,28-02-2017,,,3374.7,0.7,Outbound,
3AFKG9GV,ACC059,PRD001,AGT034,Engaging,07-02-2017,,,280.5,0.51,Referral,
ELX82O4V,ACC057,PRD005,AGT016,Lost,19-07-2017,09-12-2017,5.08,0,0,Inbound,0.24
P4Y6DBMT,ACC005,PRD007,AGT017,Lost,24-04-2017,08-09-2017,7.62,0,0,Outbound,0
JDAZFKSL,ACC081,PRD006,AGT008,Lost,26-10-2016,13-04-2017,6.53,0,0,Referral,0.19
VP9MTMC0,ACC019,PRD005,AGT005,Won,05-07-2017,14-10-2017,3593.74,5482,1,Inbound,0.01
DVQ49PGA,ACC047,PRD006,AGT013,Engaging,29-08-2017,,,580.88,0.53,Partner,
XO3GMY90,ACC020,PRD004,AGT009,Lost,28-12-2017,31-12-2017,3.14,0,0,Referral,0.23
515VF0I1,ACC020,PRD007,AGT029,Won,14-06-2017,07-08-2017,21114.12,26768,1,Referral,0.1
THVEOQ7T,ACC054,PRD006,AGT015,Engaging,23-11-2017,,,811.04,0.74,Outbound,
0GFMRNHR,ACC057,PRD006,AGT027,Won,16-03-2017,07-06-2017,1371.39,1096,1,Outbound,0.06
P7NDTUG5,ACC077,PRD004,AGT021,Won,13-05-2017,05-09-2017,2230,3393,1,Referral,0.12
LWTMB41M,ACC065,PRD005,AGT025,Lost,17-02-2017,02-07-2017,6.48,0,0,Outbound,0.04
KAGFU2JZ,ACC078,PRD001,AGT013,Engaging,03-05-2017,,,352,0.64,Referral,
T4QYMIJR,ACC072,PRD001,AGT015,Won,02-11-2017,11-12-2017,416.34,550,1,Outbound,0.09
73GKGNAC,ACC044,PRD001,AGT021,Lost,16-08-2017,24-09-2017,0.99,0,0,Inbound,0.08
4KMZS0B5,ACC078,PRD007,AGT001,Lost,12-02-2017,31-03-2017,4.43,0,0,Inbound,0.12
SM2KO3HS,ACC014,PRD005,AGT009,Won,15-12-2016,24-02-2017,3622.04,5482,1,Inbound,0.14
ETCVT3UA,ACC006,PRD001,AGT029,Lost,20-11-2017,31-12-2017,2.73,0,0,Outbound,0.04
EH8V3L8T,ACC035,PRD001,AGT034,Won,01-11-2017,31-12-2017,369.21,550,1,Referral,0.18
19YXRF8R,ACC070,PRD004,AGT015,Lost,09-01-2017,15-03-2017,5.86,0,0,Partner,0.22
0FOK2WTK,ACC057,PRD006,AGT021,Engaging,24-12-2016,,,591.84,0.54,Inbound,
KIHRQAZN,ACC077,PRD007,AGT018,Won,21-08-2017,31-12-2017,26651.64,26768,1,Event,0.05
GRP133GB,ACC042,PRD002,AGT033,Won,29-11-2017,31-12-2017,4880.99,4821,1,Outbound,0.19
HGT1TKA3,ACC002,PRD001,AGT007,Lost,27-11-2016,24-03-2017,6.96,0,0,Event,0.05
LH00TUBD,ACC016,PRD001,AGT007,Won,06-10-2016,25-12-2016,684.6,550,1,Referral,0.01
LIWNT7WJ,ACC042,PRD007,AGT024,Prospecting,24-10-2016,,,7227.36,0.27,Referral,
0LYHMQE5,ACC022,PRD006,AGT027,Lost,21-08-2017,29-10-2017,0.86,0,0,Inbound,0.06
C56GJA5Q,ACC025,PRD005,AGT029,Won,05-04-2017,15-07-2017,6784.07,5482,1,Inbound,0.04
BEJREFTQ,ACC048,PRD007,AGT007,Prospecting,13-10-2016,,,5085.92,0.19,Inbound,
QBNKHX31,ACC029,PRD006,AGT021,Engaging,08-07-2017,,,548,0.5,Referral,
3H5NMKU5,ACC045,PRD003,AGT012,Lost,31-08-2017,15-10-2017,5.3,0,0,Outbound,0.23
WW66KPGX,ACC049,PRD007,AGT014,Lost,08-04-2017,09-09-2017,5.09,0,0,Partner,0.04
SLVXPIGS,ACC078,PRD004,AGT012,Won,30-11-2016,05-02-2017,3440.28,3393,1,Outbound,0.2
CQ8GRA6J,ACC012,PRD007,AGT007,Won,16-10-2017,31-12-2017,24889.51,26768,1,Partner,0.13
T7B8KK5O,ACC053,PRD001,AGT009,Lost,19-06-2017,29-07-2017,2.43,0,0,Inbound,0.02
OSFYFGPO,ACC076,PRD002,AGT027,Engaging,28-08-2017,,,3808.59,0.79,Inbound,
3D2SJN0C,ACC023,PRD003,AGT020,Lost,21-04-2017,04-06-2017,3.65,0,0,Outbound,0.22
3UKWV9P3,ACC062,PRD006,AGT016,Engaging,14-01-2017,,,613.76,0.56,Outbound,
UVBPCSPZ,ACC054,PRD007,AGT004,Won,25-10-2016,07-03-2017,34427.43,26768,1,Outbound,0.18
WLGQPQIB,ACC066,PRD001,AGT013,Lost,15-11-2017,31-12-2017,5.5,0,0,Partner,0.11
GZLCTD2Y,ACC027,PRD006,AGT025,Won,14-07-2017,16-09-2017,1050.86,1096,1,Inbound,0.19
N5BB1CQ3,ACC077,PRD006,AGT011,Engaging,18-09-2017,,,778.16,0.71,Outbound,
75P23PHU,ACC046,PRD002,AGT015,Lost,18-03-2017,28-08-2017,0.54,0,0,Partner,0.01
WWUD8L3I,ACC006,PRD003,AGT030,Prospecting,15-08-2017,,,7.15,0.13,Inbound,
A9DAUJTX,ACC026,PRD001,AGT004,Lost,10-08-2017,30-11-2017,7.23,0,0,Event,0.12
1E4KOW3E,ACC011,PRD004,AGT027,Lost,06-11-2017,21-12-2017,8.65,0,0,Event,0.23
XKX4X77U,ACC054,PRD004,AGT011,Won,06-03-2017,24-07-2017,2116.83,3393,1,Inbound,0.09
KDQC09HA,ACC082,PRD007,AGT016,Lost,22-12-2017,31-12-2017,5.9,0,0,Inbound,0.16
2SV5JCGD,ACC018,PRD005,AGT005,Engaging,24-09-2017,,,3782.58,0.69,Outbound,
RA5KO6NK,ACC077,PRD002,AGT030,Won,17-07-2017,01-12-2017,3623.24,4821,1,Partner,0.18
IRRNH6QL,ACC006,PRD002,AGT029,Won,01-10-2016,16-03-2017,6083.75,4821,1,Referral,0.15
24LQW5ND,ACC034,PRD004,AGT009,Won,02-05-2017,01-09-2017,2759.6,3393,1,Referral,0.18
ZQ6EKB6W,ACC047,PRD003,AGT015,Prospecting,02-02-2017,,,7.15,0.13,Partner,
PC41B641,ACC040,PRD006,AGT024,Lost,07-12-2016,04-04-2017,8.43,0,0,Inbound,0.04
MTSH34QD,ACC051,PRD007,AGT003,Won,13-08-2017,15-10-2017,21059.4,26768,1,Partner,0.07
U0W0EI2J,ACC061,PRD005,AGT006,Lost,19-12-2017,31-12-2017,0.98,0,0,Referral,0.25
93SAJYKD,ACC009,PRD006,AGT003,Lost,04-12-2016,25-01-2017,2.74,0,0,Referral,0.04
B0IDJWNI,ACC068,PRD007,AGT021,Lost,02-12-2016,07-02-2017,0.6,0,0,Partner,0.18
WVZWEPQV,ACC020,PRD003,AGT004,Lost,25-12-2017,31-12-2017,2.27,0,0,Referral,0.18
NAVOSHJ3,ACC077,PRD001,AGT020,Won,16-02-2017,07-06-2017,726.33,550,1,Inbound,0.17
X7O58MTS,ACC061,PRD002,AGT025,Lost,18-12-2016,12-03-2017,5.6,0,0,Outbound,0.06
7MOZDKNS,ACC025,PRD004,AGT035,Engaging,25-02-2017,,,2646.54,0.78,Outbound,
8TBJRXK8,ACC032,PRD002,AGT007,Prospecting,21-08-2017,,,723.15,0.15,Inbound,
SRX5OECR,ACC083,PRD007,AGT005,Won,29-06-2017,11-12-2017,19878.27,26768,1,Event,0.05
Y3A6PYKW,ACC015,PRD005,AGT023,Won,14-11-2017,31-12-2017,5413.48,5482,1,Inbound,0.17
6IOACSM0,ACC052,PRD005,AGT009,Lost,25-10-2017,14-12-2017,3.53,0,0,Referral,0.12
KH6BMD17,ACC043,PRD004,AGT019,Won,15-11-2017,31-12-2017,3301.06,3393,1,Outbound,0.1
GH6MH0ZB,ACC072,PRD004,AGT022,Won,02-04-2017,27-05-2017,2660.23,3393,1,Inbound,0.08
GM8HFM7F,ACC009,PRD002,AGT007,Lost,20-12-2017,31-12-2017,7.14,0,0,Event,0.24
WH3HYHI9,ACC043,PRD004,AGT004,Engaging,20-01-2017,,,2375.1,0.7,Partner,
CCY9B7RV,ACC050,PRD002,AGT023,Prospecting,13-11-2017,,,723.15,0.15,Outbound,
WDIBAWNB,ACC082,PRD001,AGT011,Won,31-01-2017,19-04-2017,368.85,550,1,Inbound,0.24
65Q37U8L,ACC059,PRD006,AGT003,Lost,25-07-2017,28-08-2017,8.14,0,0,Inbound,0.16
QITWIGGJ,ACC054,PRD002,AGT034,Won,21-07-2017,31-10-2017,4852.03,4821,1,Outbound,0.24
AWHFHB0H,ACC040,PRD006,AGT011,Engaging,08-04-2017,,,668.56,0.61,Inbound,
846WS5EZ,ACC034,PRD006,AGT033,Engaging,10-12-2016,,,843.92,0.77,Outbound,
MS024D7C,ACC016,PRD005,AGT012,Won,23-11-2016,18-05-2017,3852.35,5482,1,Event,0.08
7BN497Q6,ACC009,PRD007,AGT031,Won,11-11-2016,31-03-2017,32888.76,26768,1,Referral,0.2
IKFNF6RN,ACC035,PRD002,AGT011,Lost,01-12-2016,14-01-2017,1.48,0,0,Partner,0.21
FG2M2IS7,ACC040,PRD003,AGT018,Won,28-12-2017,31-12-2017,40.69,55,1,Referral,0.07
33O5NPG2,ACC030,PRD001,AGT028,Lost,30-11-2016,01-02-2017,6.86,0,0,Outbound,0.1
2QH5EZPS,ACC044,PRD002,AGT006,Won,21-08-2017,26-10-2017,3824.7,4821,1,Partner,0.18
W7UMWD96,ACC053,PRD004,AGT033,Lost,27-06-2017,21-11-2017,3.64,0,0,Outbound,0.02
AMOPUSC9,ACC036,PRD001,AGT029,Won,09-09-2017,31-12-2017,473.97,550,1,Partner,0.19
XIR53COV,ACC021,PRD007,AGT004,Won,10-02-2017,26-07-2017,26478.12,26768,1,Inbound,0.03
064KVAKP,ACC070,PRD005,AGT001,Engaging,05-08-2017,,,3015.1,0.55,Inbound,
VKDERNB3,ACC021,PRD001,AGT018,Won,16-12-2017,31-12-2017,687.67,550,1,Partner,0.07
VLK5Y6EC,ACC054,PRD005,AGT015,Lost,10-05-2017,17-08-2017,4.57,0,0,Referral,0.14
QD34RULL,ACC065,PRD002,AGT025,Engaging,26-12-2016,,,2989.02,0.62,Partner,
BT4YRBM9,ACC058,PRD006,AGT023,Engaging,15-11-2016,,,646.64,0.59,Event,
SP24RTIZ,ACC071,PRD006,AGT026,Lost,07-07-2017,12-09-2017,7.93,0,0,Inbound,0.1
EUXX6CAT,ACC047,PRD006,AGT020,Won,30-10-2016,12-02-2017,908.22,1096,1,Outbound,0.12
1I4SCQDH,ACC060,PRD003,AGT026,Won,09-11-2016,07-05-2017,35.66,55,1,Outbound,0
POBHS95O,ACC049,PRD005,AGT030,Won,20-10-2016,01-04-2017,7322.84,5482,1,Referral,0.22
3F2P3GRG,ACC067,PRD002,AGT017,Lost,15-11-2017,31-12-2017,1.22,0,0,Partner,0
TYT6BKPV,ACC013,PRD002,AGT015,Lost,15-07-2017,24-11-2017,7.86,0,0,Inbound,0.19
0S741ZNQ,ACC053,PRD007,AGT023,Lost,08-12-2016,04-02-2017,7.83,0,0,Referral,0.12
BAZO9KR5,ACC020,PRD006,AGT033,Won,22-07-2017,31-12-2017,1015.48,1096,1,Referral,0.13
CU53GGX8,ACC068,PRD002,AGT007,Engaging,30-11-2016,,,3422.91,0.71,Inbound,
Q1Q36YSD,ACC056,PRD004,AGT011,Engaging,04-07-2017,,,1934.01,0.57,Partner,
KJQ0J6QK,ACC009,PRD001,AGT011,Lost,06-12-2016,25-03-2017,2.88,0,0,Referral,0.13
34OFJWZF,ACC008,PRD001,AGT007,Won,08-04-2017,23-07-2017,740.52,550,1,Event,0.04
B06QRBX5,ACC003,PRD002,AGT032,Prospecting,24-10-2016,,,1108.83,0.23,Outbound,
WE4B0H7N,ACC066,PRD001,AGT028,Won,13-11-2017,31-12-2017,565.6,550,1,Inbound,0.02
D9TPSTTC,ACC017,PRD006,AGT023,Won,17-10-2016,20-03-2017,1434.05,1096,1,Outbound,0.02
EJBVSO1Q,ACC011,PRD004,AGT014,Lost,13-11-2016,13-02-2017,4.15,0,0,Inbound,0
VVTE1WD5,ACC077,PRD005,AGT016,Lost,30-10-2017,31-12-2017,3.42,0,0,Event,0.06
H9R4VO8C,ACC008,PRD006,AGT008,Won,02-09-2017,31-12-2017,1407.25,1096,1,Inbound,0.17
